Class,Series,Variety,Form,ProductDescription,SKU,QuantityPurchased,CustomerID,CustomerName,TerritoryID,TerritoryName,SalesRepID,SalesRepNam,TerritoryManagerID,Territory Manager,InfoCost,ListPrice,SellPrice,ListMarginPercent,SellMarginPercent,SellMarginDollars
Geranium,Geronimo,Orange,Unrooted,Geranium Geronimo Orange Unrooted#,20057,142390,122,Bigtown Greenhouse,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,5,25,20,0.8,0.75,21358.5
Petunia Vegetative,Pretty,Red,Unrooted,Petunia Vegetative Pretty Red Unrooted#,62436,132127,644,Greenbean Farm,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,4,20,10,0.8,0.6,7927.62
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,112244,232,Greenster Nursery,500,Southwest,4382,Rosalinda Farver,105,Bill Barkely,6,15,8,0.6,0.25,2244.88
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,86117,760,Moorse Nursery,400,Northwest,9565,Iola Guss,104,Cathie Wentz,4,25,6,0.84,0.333333333,1722.34
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,154820,321,Open View Nursery,100,Northeast,5989,Marquis Ables,101,Tim Morris,4,25,15,0.84,0.733333333,17030.2
Petunia Vegetative,Pretty,Pink,Unrooted,Petunia Vegetative Pretty Pink Unrooted#,90230,27804,980,Pasture Nursery,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,4,20,8,0.8,0.5,1112.16
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,99446,350,Celtic Greenhouse,100,Northeast,3684,Lorita Furst,101,Tim Morris,4,25,6,0.84,0.333333333,1988.92
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,62449,644,Greenbean Farm,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,4,20,15,0.8,0.733333333,6869.39
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,141297,615,Kissinger Greenhouse,100,Northeast,5951,Abel Gillmore,101,Tim Morris,4,20,10,0.8,0.6,8477.82
Calibrachoa,Crazy,Deep Red,Unrooted,Calibrachoa Crazy Deep Red Unrooted#,50994,102252,842,Overview Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,4,25,8,0.84,0.5,4090.08
Calibrachoa,Dynamo,Red,Unrooted,Calibrachoa Dynamo Red Unrooted#,90465,165322,692,Livingston Greenhouse,400,Northwest,9565,Iola Guss,104,Cathie Wentz,4,20,17,0.8,0.764705882,21491.86
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,109807,700,Jumbo Nursery,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,4,25,16,0.84,0.75,13176.84
Geranium,Giant,Pink,Unrooted,Geranium Giant Pink Unrooted#,60468,38540,821,Pickwick Farm,100,Northeast,5951,Abel Gillmore,101,Tim Morris,5,30,7,0.833333333,0.285714286,770.8
Petunia Vegetative,Super,Red,Unrooted,Petunia Vegetative Super Red Unrooted#,56026,53158,350,Celtic Greenhouse,100,Northeast,3684,Lorita Furst,101,Tim Morris,4,25,9,0.84,0.555555556,2657.9
Calibrachoa,Crazy,Orange,Unrooted,Calibrachoa Crazy Orange Unrooted#,64003,27954,762,Bridgeway Greenhouse,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,4,25,17,0.84,0.764705882,3634.02
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,171990,707,Rancho Farm,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,6,15,9,0.6,0.333333333,5159.7
Angelonia,Angel,Purple,Unrooted,Angelonia Angel Purple Unrooted#,84737,96125,229,Horseridge Nursery,200,Southeast,6144,Gerald Wake,102,Pete Jorgensen,5,15,15,0.666666667,0.666666667,9612.5
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,189478,707,Rancho Farm,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,4,20,15,0.8,0.733333333,20842.58
Angelonia,Angel,Purple,Unrooted,Angelonia Angel Purple Unrooted#,84737,75393,610,Lake Orey Greenhouse,100,Northeast,9717,Silva Gouge,101,Tim Morris,5,15,13,0.666666667,0.615384615,6031.44
Calibrachoa,Crazy,Pink,Unrooted,Calibrachoa Crazy Pink Unrooted#,46673,157139,292,Undertow Farm,500,Southwest,4317,Lavonia Grunwald,105,Bill Barkely,4,25,7,0.84,0.428571429,4714.17
Coleus,Zero,Fire,Unrooted,Coleus Zero Fire Unrooted#,57403,167826,201,Bellview County Nursery,400,Northwest,9565,Iola Guss,104,Cathie Wentz,5,30,18,0.833333333,0.722222222,21817.38
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,17020,691,State Nursery,500,Southwest,9177,Arletha Grauer,105,Bill Barkely,5,25,17,0.8,0.705882353,2042.4
Coleus,Zero,Fire,Unrooted,Coleus Zero Fire Unrooted#,57403,28319,610,Lake Orey Greenhouse,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,5,30,18,0.833333333,0.722222222,3681.47
Calibrachoa,Dynamo,Yellow,Unrooted,Calibrachoa Dynamo Yellow Unrooted#,60071,95283,670,Yute Greenhouse,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,4,20,7,0.8,0.428571429,2858.49
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,63020,644,Greenbean Farm,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,4,35,25,0.885714286,0.84,13234.2
Geranium,Giant,Deep Red,Unrooted,Geranium Giant Deep Red Unrooted#,91126,157755,955,Daily Dill Greenhouse,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,5,30,19,0.833333333,0.736842105,22085.7
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,94328,229,Horseridge Nursery,200,Southeast,9969,Tony Mart,102,Pete Jorgensen,6,15,14,0.6,0.571428571,7546.24
Petunia Vegetative,Pretty,Yellow,Unrooted,Petunia Vegetative Pretty Yellow Unrooted#,94050,139978,350,Celtic Greenhouse,100,Northeast,5951,Abel Gillmore,101,Tim Morris,4,20,19,0.8,0.789473684,20996.7
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,152273,234,Green Farm,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,4,35,22,0.885714286,0.818181818,27409.14
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,34383,980,Pasture Nursery,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,5,30,12,0.833333333,0.583333333,2406.81
Geranium,Geronimo,Orange,Unrooted,Geranium Geronimo Orange Unrooted#,20057,917,229,Horseridge Nursery,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,5,25,22,0.8,0.772727273,155.89
Calibrachoa,Crazy,Deep Red,Unrooted,Calibrachoa Crazy Deep Red Unrooted#,50994,18028,178,Lackey Farm,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,4,25,6,0.84,0.333333333,360.56
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,123306,529,Numero Greenhouse,400,Northwest,4492,Bret Komar,104,Cathie Wentz,4,20,10,0.8,0.6,7398.36
Petunia Vegetative,Pretty,Yellow,Unrooted,Petunia Vegetative Pretty Yellow Unrooted#,94050,105253,604,Huntersville Farm,500,Southwest,4827,Norbert Parise,105,Bill Barkely,4,20,17,0.8,0.764705882,13682.89
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,99255,201,Bellview County Nursery,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,5,30,17,0.833333333,0.705882353,11910.6
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,72661,657,Bob Smith Greenhouse,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,4,25,10,0.84,0.6,4359.66
Petunia Vegetative,Super,Red,Unrooted,Petunia Vegetative Super Red Unrooted#,56026,97455,657,Bob Smith Greenhouse,100,Northeast,7295,Jeffrey Broadfoot,101,Tim Morris,4,25,17,0.84,0.764705882,12669.15
Combo,Basket,Red Yellow Mix,Unrooted,Combo Basket Red Yellow Mix Unrooted#,75237,27842,234,Green Farm,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,15,40,30,0.625,0.5,4176.3
New Guinea Impatiens,Solomon,Big Red,Unrooted,New Guinea Impatiens Solomon Big Red Unrooted#,52459,50700,842,Overview Greenhouse,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,6,15,12,0.6,0.5,3042
Petunia Vegetative,Pretty,Red,Unrooted,Petunia Vegetative Pretty Red Unrooted#,62436,112452,350,Celtic Greenhouse,100,Northeast,2586,Zada Dennis,101,Tim Morris,4,20,11,0.8,0.636363636,7871.64
Coleus,Magnus,Red,Unrooted,Coleus Magnus Red Unrooted#,29389,78273,965,Dickey Greenhouse,400,Northwest,4492,Bret Komar,104,Cathie Wentz,5,32,24,0.84375,0.791666667,14871.87
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,12669,821,Pickwick Farm,100,Northeast,7295,Jeffrey Broadfoot,101,Tim Morris,4,25,12,0.84,0.666666667,1013.52
Calibrachoa,Crazy,Red,Unrooted,Calibrachoa Crazy Red Unrooted#,88975,168855,604,Huntersville Farm,500,Southwest,2468,Iva Paolini,105,Bill Barkely,4,25,11,0.84,0.636363636,11819.85
Petunia Vegetative,Novelty,Pink Star,Unrooted,Petunia Vegetative Novelty Pink Star Unrooted#,58462,139545,762,Bridgeway Greenhouse,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,4,35,24,0.885714286,0.833333333,27909
Angelonia,Angel,Red,Unrooted,Angelonia Angel Red Unrooted#,63122,44797,234,Green Farm,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,5,15,13,0.666666667,0.615384615,3583.76
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,180348,807,Green Canal Greenhouse,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,4,20,10,0.8,0.6,10820.88
Petunia Vegetative,Pretty,Light Pink,Unrooted,Petunia Vegetative Pretty Light Pink Unrooted#,48220,48948,780,Greeno Greenhouse,500,Southwest,7975,Kasey Angert,105,Bill Barkely,4,20,14,0.8,0.714285714,4894.8
Coleus,Zero,Bright Flame,Unrooted,Coleus Zero Bright Flame Unrooted#,12393,95138,700,Jumbo Nursery,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,5,30,24,0.833333333,0.791666667,18076.22
Petunia Vegetative,Pretty,Red,Unrooted,Petunia Vegetative Pretty Red Unrooted#,62436,42020,122,Bigtown Greenhouse,100,Northeast,8665,Chantay Shepherd,101,Tim Morris,4,20,8,0.8,0.5,1680.8
Petunia Vegetative,Super,Red,Unrooted,Petunia Vegetative Super Red Unrooted#,56026,194596,707,Rancho Farm,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,4,25,23,0.84,0.826086957,36973.24
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,199563,234,Green Farm,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,6,15,10,0.6,0.4,7982.52
Petunia Vegetative,Peddler,Red,Unrooted,Petunia Vegetative Peddler Red Unrooted#,27225,47414,842,Overview Greenhouse,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,4,25,22,0.84,0.818181818,8534.52
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,49594,700,Jumbo Nursery,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,5,25,15,0.8,0.666666667,4959.4
Calibrachoa,Dynamo,Pink,Unrooted,Calibrachoa Dynamo Pink Unrooted#,30130,21225,238,Force Farm,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,4,20,8,0.8,0.5,849
Coleus,Magnus,Red,Unrooted,Coleus Magnus Red Unrooted#,29389,105260,642,Sky Greenhouse,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,5,32,16,0.84375,0.6875,11578.6
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,5629,321,Open View Nursery,100,Northeast,4214,Francie Hawthorne,101,Tim Morris,6,15,8,0.6,0.25,112.58
Petunia Vegetative,Novelty,Pink Star,Unrooted,Petunia Vegetative Novelty Pink Star Unrooted#,58462,173190,807,Green Canal Greenhouse,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,4,35,11,0.885714286,0.636363636,12123.3
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,137941,692,Livingston Greenhouse,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,6,15,10,0.6,0.4,5517.64
Angelonia,Angel,White,Unrooted,Angelonia Angel White Unrooted#,43533,170998,707,Rancho Farm,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,5,15,12,0.666666667,0.583333333,11969.86
Petunia Vegetative,Pretty,Pink,Unrooted,Petunia Vegetative Pretty Pink Unrooted#,90230,119006,229,Horseridge Nursery,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,4,20,16,0.8,0.75,14280.72
Petunia Vegetative,Pretty,Yellow,Unrooted,Petunia Vegetative Pretty Yellow Unrooted#,94050,81511,129,Hare Nursery,500,Southwest,8166,Shemika Lurie,105,Bill Barkely,4,20,16,0.8,0.75,9781.32
Petunia Vegetative,Pretty,Light Pink,Unrooted,Petunia Vegetative Pretty Light Pink Unrooted#,48220,104377,691,State Nursery,500,Southwest,3447,Teresa Newsom,105,Bill Barkely,4,20,8,0.8,0.5,4175.08
Petunia Vegetative,Peddler,Red,Unrooted,Petunia Vegetative Peddler Red Unrooted#,27225,114946,931,Rick Greenhouse,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,4,25,20,0.84,0.8,18391.36
Geranium,Giant,Frost,Unrooted,Geranium Giant Frost Unrooted#,43299,13935,292,Undertow Farm,500,Southwest,2627,Kyoko Setton,105,Bill Barkely,5,30,17,0.833333333,0.705882353,1672.2
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,102301,894,Miller Farm,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,6,15,10,0.6,0.4,4092.04
Calibrachoa,Dynamo,Pink,Unrooted,Calibrachoa Dynamo Pink Unrooted#,30130,32529,326,Makinaw Nursery,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,4,20,7,0.8,0.428571429,975.87
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,146575,821,Pickwick Farm,100,Northeast,7295,Jeffrey Broadfoot,101,Tim Morris,6,15,13,0.6,0.538461538,10260.25
Petunia Vegetative,Pretty,Red,Unrooted,Petunia Vegetative Pretty Red Unrooted#,62436,30233,894,Miller Farm,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,4,20,15,0.8,0.733333333,3325.63
Coleus,Magnus,Red,Unrooted,Coleus Magnus Red Unrooted#,29389,106028,762,Bridgeway Greenhouse,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,5,32,19,0.84375,0.736842105,14843.92
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,151444,585,Catte Greenhouse,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,6,15,11,0.6,0.454545455,7572.2
Petunia Vegetative,Novelty,Pink Star,Unrooted,Petunia Vegetative Novelty Pink Star Unrooted#,58462,90929,762,Bridgeway Greenhouse,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,4,35,35,0.885714286,0.885714286,28187.99
Petunia Vegetative,Novelty,Yellow Vein,Unrooted,Petunia Vegetative Novelty Yellow Vein Unrooted#,46191,127379,780,Greeno Greenhouse,500,Southwest,3447,Teresa Newsom,105,Bill Barkely,4,35,32,0.885714286,0.875,35666.12
Geranium,Geronimo,Orange,Unrooted,Geranium Geronimo Orange Unrooted#,20057,114226,965,Dickey Greenhouse,400,Northwest,9565,Iola Guss,104,Cathie Wentz,5,25,17,0.8,0.705882353,13707.12
Petunia Vegetative,Super,Red,Unrooted,Petunia Vegetative Super Red Unrooted#,56026,170967,739,University Village Nursery,300,Great Lakes,2272,Willie Mayorga,103,Sandra Carlton,4,25,20,0.84,0.8,27354.72
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,2497,350,Celtic Greenhouse,100,Northeast,4887,Anastacia Renaud,101,Tim Morris,5,25,7,0.8,0.285714286,49.94
Angelonia,Angel,White,Unrooted,Angelonia Angel White Unrooted#,43533,80174,281,Rhymbo Farm,600,Canada,3646,Marcie Aumann,106,Jack Unger,5,15,15,0.666666667,0.666666667,8017.4
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,127737,292,Undertow Farm,500,Southwest,3447,Teresa Newsom,105,Bill Barkely,5,25,12,0.8,0.583333333,8941.59
New Guinea Impatiens,Solomon,Burgundy,Unrooted,New Guinea Impatiens Solomon Burgundy Unrooted#,99954,77996,556,Diablo Farm,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,6,15,14,0.6,0.571428571,6239.68
Geranium,Geronimo,Pink,Unrooted,Geranium Geronimo Pink Unrooted#,53908,9269,955,Daily Dill Greenhouse,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,5,25,17,0.8,0.705882353,1112.28
Petunia Vegetative,Peddler,Pink,Unrooted,Petunia Vegetative Peddler Pink Unrooted#,12871,165160,780,Greeno Greenhouse,500,Southwest,4382,Rosalinda Farver,105,Bill Barkely,4,25,16,0.84,0.75,19819.2
Angelonia,Angel,Purple,Unrooted,Angelonia Angel Purple Unrooted#,84737,153421,358,Rabbit Nursery,100,Northeast,5989,Marquis Ables,101,Tim Morris,5,15,12,0.666666667,0.583333333,10739.47
Petunia Vegetative,Super,Red,Unrooted,Petunia Vegetative Super Red Unrooted#,56026,152781,232,Greenster Nursery,500,Southwest,2468,Iva Paolini,105,Bill Barkely,4,25,14,0.84,0.714285714,15278.1
Petunia Vegetative,Pretty,Pink,Unrooted,Petunia Vegetative Pretty Pink Unrooted#,90230,167792,529,Numero Greenhouse,400,Northwest,8404,Larita Garnett,104,Cathie Wentz,4,20,6,0.8,0.333333333,3355.84
Geranium,Giant,Orange,Unrooted,Geranium Giant Orange Unrooted#,26762,137762,965,Dickey Greenhouse,400,Northwest,7862,Gregoria Paull,104,Cathie Wentz,5,30,23,0.833333333,0.782608696,24797.16
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,173020,691,State Nursery,500,Southwest,4317,Lavonia Grunwald,105,Bill Barkely,4,20,9,0.8,0.555555556,8651
Coleus,Magnus,Deep Red,Unrooted,Coleus Magnus Deep Red Unrooted#,16918,152196,842,Overview Greenhouse,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,5,32,28,0.84375,0.821428571,35005.08
Geranium,Giant,Deep Red,Unrooted,Geranium Giant Deep Red Unrooted#,91126,42068,585,Catte Greenhouse,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,5,30,18,0.833333333,0.722222222,5468.84
New Guinea Impatiens,Solomon,Red,Unrooted,New Guinea Impatiens Solomon Red Unrooted#,77686,40274,129,Hare Nursery,500,Southwest,4317,Lavonia Grunwald,105,Bill Barkely,6,15,13,0.6,0.538461538,2819.18
Geranium,Giant,Frost,Unrooted,Geranium Giant Frost Unrooted#,43299,133757,868,Old Quarry Farm,600,Canada,1132,Asley Huges,106,Jack Unger,5,30,20,0.833333333,0.75,20063.55
Calibrachoa,Crazy,Orange,Unrooted,Calibrachoa Crazy Orange Unrooted#,64003,63179,606,ABC Nursery,300,Great Lakes,7144,Nelda Heckel,103,Sandra Carlton,4,25,20,0.84,0.8,10108.64
Petunia Vegetative,Novelty,Sky,Unrooted,Petunia Vegetative Novelty Sky Unrooted#,35976,187573,868,Old Quarry Farm,600,Canada,1132,Asley Huges,106,Jack Unger,4,35,9,0.885714286,0.555555556,9378.65
New Guinea Impatiens,Solomon,Pink,Unrooted,New Guinea Impatiens Solomon Pink Unrooted#,66263,173987,692,Livingston Greenhouse,400,Northwest,9565,Iola Guss,104,Cathie Wentz,6,15,15,0.6,0.6,15658.83
New Guinea Impatiens,Solomon,Yellow,Unrooted,New Guinea Impatiens Solomon Yellow Unrooted#,61037,93003,238,Force Farm,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,6,15,14,0.6,0.571428571,7440.24
Petunia Vegetative,Pretty,Red,Unrooted,Petunia Vegetative Pretty Red Unrooted#,62436,85424,290,Sampson Nursery,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,4,20,17,0.8,0.764705882,11105.12
Geranium,Geronimo,Deep Red,Unrooted,Geranium Geronimo Deep Red Unrooted#,37449,127178,965,Dickey Greenhouse,400,Northwest,9565,Iola Guss,104,Cathie Wentz,5,25,10,0.8,0.5,6358.9
Geranium,Geronimo,Frost,Unrooted,Geranium Geronimo Frost Unrooted#,38461,32899,610,Lake Orey Greenhouse,100,Northeast,3684,Lorita Furst,101,Tim Morris,5,25,8,0.8,0.375,986.97
Petunia Vegetative,Pretty,Light Pink,Unrooted,Petunia Vegetative Pretty Light Pink Unrooted#,48220,78557,644,Greenbean Farm,300,Great Lakes,4926,Wilfred Mcelvain,103,Sandra Carlton,4,20,18,0.8,0.777777778,10997.98
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,148495,670,Yute Greenhouse,400,Northwest,8404,Larita Garnett,104,Cathie Wentz,4,25,7,0.84,0.428571429,4454.85
Petunia Vegetative,Pretty,Deep Blue,Unrooted,Petunia Vegetative Pretty Deep Blue Unrooted#,14595,34366,807,Green Canal Greenhouse,300,Great Lakes,6511,Columbus Transue,103,Sandra Carlton,4,20,16,0.8,0.75,4123.92
Petunia Vegetative,Pretty,Blue,Unrooted,Petunia Vegetative Pretty Blue Unrooted#,71461,5481,842,Overview Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,4,20,11,0.8,0.636363636,383.67
Combo,Basket,Red Yellow Mix,Unrooted,Combo Basket Red Yellow Mix Unrooted#,75237,16270,281,Rhymbo Farm,600,Canada,3646,Marcie Aumann,106,Jack Unger,15,40,29,0.625,0.482758621,2277.8
Combo,Basket,Blue Red Mix,Unrooted,Combo Basket Blue Red Mix Unrooted#,26687,167488,122,Bigtown Greenhouse,100,Northeast,5989,Marquis Ables,101,Tim Morris,15,40,22,0.625,0.318181818,11724.16
Petunia Vegetative,Pretty,Red,Unrooted,Petunia Vegetative Pretty Red Unrooted#,62436,18616,380,Rackatoe Greenhouse,200,Southeast,7734,Ethan Couvillion,102,Pete Jorgensen,4,20,16,0.8,0.75,2233.92
Geranium,Geronimo,Orange,Unrooted,Geranium Geronimo Orange Unrooted#,20057,8268,780,Greeno Greenhouse,500,Southwest,2627,Kyoko Setton,105,Bill Barkely,5,25,9,0.8,0.444444444,330.72
New Guinea Impatiens,Solomon,Burgundy,Unrooted,New Guinea Impatiens Solomon Burgundy Unrooted#,99954,56694,556,Diablo Farm,300,Great Lakes,9639,Johnathon Cephus,103,Sandra Carlton,6,15,9,0.6,0.333333333,1700.82
Petunia Vegetative,Peddler,Yellow,Unrooted,Petunia Vegetative Peddler Yellow Unrooted#,12632,6862,707,Rancho Farm,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,4,25,15,0.84,0.733333333,754.82
Angelonia,Angel,Red,Unrooted,Angelonia Angel Red Unrooted#,63122,94068,178,Lackey Farm,100,Northeast,9717,Silva Gouge,101,Tim Morris,5,15,9,0.666666667,0.444444444,3762.72
Angelonia,Angel,Purple,Unrooted,Angelonia Angel Purple Unrooted#,84737,88975,610,Lake Orey Greenhouse,100,Northeast,5951,Abel Gillmore,101,Tim Morris,5,15,10,0.666666667,0.5,4448.75
Geranium,Geronimo,Pink,Unrooted,Geranium Geronimo Pink Unrooted#,53908,174861,657,Bob Smith Greenhouse,100,Northeast,7295,Jeffrey Broadfoot,101,Tim Morris,5,25,19,0.8,0.736842105,24480.54
Calibrachoa,Dynamo,Pink,Unrooted,Calibrachoa Dynamo Pink Unrooted#,30130,18147,807,Green Canal Greenhouse,300,Great Lakes,1203,Ying Mercier,103,Sandra Carlton,4,20,16,0.8,0.75,2177.64
Petunia Vegetative,Pretty,Yellow,Unrooted,Petunia Vegetative Pretty Yellow Unrooted#,94050,146170,880,Green Story Farm,200,Southeast,6144,Gerald Wake,102,Pete Jorgensen,4,20,16,0.8,0.75,17540.4
Calibrachoa,Dynamo,Light Pink,Unrooted,Calibrachoa Dynamo Light Pink Unrooted#,71344,193029,606,ABC Nursery,300,Great Lakes,6259,Shon Watterson,103,Sandra Carlton,4,20,17,0.8,0.764705882,25093.77
Geranium,Giant,Orange,Unrooted,Geranium Giant Orange Unrooted#,26762,18150,380,Rackatoe Greenhouse,200,Southeast,7872,Janette Darbonne,102,Pete Jorgensen,5,30,21,0.833333333,0.761904762,2904
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,109521,721,Bayheap Farm,600,Canada,8731,Magdalen Murphy,106,Jack Unger,4,25,24,0.84,0.833333333,21904.2
Petunia Vegetative,Super,Yellow,Unrooted,Petunia Vegetative Super Yellow Unrooted#,25618,84873,721,Bayheap Farm,600,Canada,3646,Marcie Aumann,106,Jack Unger,4,25,21,0.84,0.80952381,14428.41
Petunia Vegetative,Peddler,Light Blue,Unrooted,Petunia Vegetative Peddler Light Blue Unrooted#,75176,195581,868,Old Quarry Farm,600,Canada,6542,Caitlin Ricco,106,Jack Unger,4,25,7,0.84,0.428571429,5867.43
Petunia Vegetative,Peddler,Red,Unrooted,Petunia Vegetative Peddler Red Unrooted#,27225,162613,585,Catte Greenhouse,200,Southeast,5301,Janiece Mcshane,102,Pete Jorgensen,4,25,18,0.84,0.777777778,22765.82
Geranium,Geronimo,Orange,Unrooted,Geranium Geronimo Orange Unrooted#,20057,24012,380,Rackatoe Greenhouse,200,Southeast,2955,Dean Ferraro,102,Pete Jorgensen,5,25,19,0.8,0.736842105,3361.68
Petunia Vegetative,Peddler,Yellow,Unrooted,Petunia Vegetative Peddler Yellow Unrooted#,12632,168904,691,State Nursery,500,Southwest,2468,Iva Paolini,105,Bill Barkely,4,25,12,0.84,0.666666667,13512.32
Calibrachoa,Crazy,Yellow,Unrooted,Calibrachoa Crazy Yellow Unrooted#,91061,188575,201,Bellview County Nursery,400,Northwest,9547,Anisa Paneto,104,Cathie Wentz,4,25,9,0.84,0.555555556,9428.75
Coleus,Zero,Mango,Unrooted,Coleus Zero Mango Unrooted#,34079,117784,326,Makinaw Nursery,300,Great Lakes,1456,Dodie Birdsong,103,Sandra Carlton,5,30,10,0.833333333,0.5,5889.2
